Departure,Return,Airline,Duration,Transit,Price,Competitor Price
2025-04-07,2025-04-14,flydubai,7h 25m,1 stop,$384,$399
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$384,$399
2025-04-07,2025-04-14,flydubai,7h 25m,1 stop,$384,$770
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$747,$770
2025-04-07,2025-04-14,flydubai,8h 25m,1 stop,$747,$456
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$747,$590
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$747,$441
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$442,$456
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$439,$586
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$556,$590
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$556,$633
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$424,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$563,N/A
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$563,N/A
2025-04-07,2025-04-14,Qatar Airways,5h 20m,1 stop,$442,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$442,N/A
2025-04-07,2025-04-14,Qatar Airways,5h 20m,1 stop,$653,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$659,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$439,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$665,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$703,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$977,N/A
2025-04-07,2025-04-14,flydubai,7h 25m,1 stop,$977,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$666,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$556,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$560,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$706,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$706,N/A
2025-04-07,2025-04-14,Qatar Airways,7h 05m,1 stop,$653,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$539,N/A
2025-04-07,2025-04-14,Qatar Airways,5h 20m,1 stop,$544,N/A
2025-04-07,2025-04-14,flydubai,7h 25m,1 stop,$384,$399
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$384,$399
2025-04-07,2025-04-14,flydubai,7h 25m,1 stop,$384,$770
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$747,$770
2025-04-07,2025-04-14,flydubai,8h 25m,1 stop,$747,$456
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$747,$590
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$747,$441
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$442,$456
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$439,$586
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$556,$590
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$556,$633
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$424,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$563,N/A
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$563,N/A
2025-04-07,2025-04-14,Qatar Airways,5h 20m,1 stop,$442,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$442,N/A
2025-04-07,2025-04-14,Qatar Airways,5h 20m,1 stop,$653,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$659,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$439,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$665,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$703,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$977,N/A
2025-04-07,2025-04-14,flydubai,7h 25m,1 stop,$977,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$666,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$556,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$560,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$706,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$706,N/A
2025-04-07,2025-04-14,Qatar Airways,7h 05m,1 stop,$653,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$539,N/A
2025-04-07,2025-04-14,Qatar Airways,5h 20m,1 stop,$544,N/A
2025-04-07,2025-04-14,flydubai,8h 25m,1 stop,$384,$399
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$747,$770
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$377,$456
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$747,$770
2025-04-07,2025-04-14,flydubai,7h 25m,1 stop,$747,$590
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$442,$590
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$747,$633
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$439,$594
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$556,N/A
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$556,N/A
2025-04-07,2025-04-14,Qatar Airways,5h 20m,1 stop,$443,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$560,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$544,N/A
2025-04-07,2025-04-14,MEA,2h 20m,nonstop,$560,N/A
2025-04-07,2025-04-14,Qatar Airways,5h 20m,1 stop,$539,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$560,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$560,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$706,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$706,N/A
2025-04-07,2025-04-14,flydubai,6h 30m,1 stop,$568,N/A
2025-04-07,2025-04-14,Qatar Airways,7h 05m,1 stop,$539,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$573,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$596,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$665,N/A
2025-04-07,2025-04-14,Qatar Airways,5h 20m,1 stop,$665,N/A
2025-04-07,2025-04-14,Qatar Airways,7h 10m,1 stop,$659,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$659,N/A
2025-04-07,2025-04-14,Qatar Airways,6h 50m,1 stop,$705,N/A
2025-04-07,2025-04-14,Qatar Airways,5h 20m,1 stop,$705,N/A
2025-04-07,2025-04-14,Royal Jordanian,6h 55m,1 stop,$653,N/A
2025-04-07,2025-04-14,MEA,2h 25m,nonstop,$653,N/A
2025-04-07,2025-04-14,Qatar Airways,8h 35m,1 stop,$706,N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$435,$590
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$471,$747
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$433,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$435,N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,"$1,155",N/A
2025-04-14,2025-04-21,Qatar Airways,14h 55m,1 stop,"$1,155",N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$584,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$584,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$548,N/A
2025-04-14,2025-04-21,MEA,2h 20m,nonstop,$548,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$435,N/A
2025-04-14,2025-04-21,MEA,2h 20m,nonstop,$471,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$474,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$550,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$435,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$600,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$665,N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$435,$590
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$471,$747
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$433,$747
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$435,N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,"$1,155",N/A
2025-04-14,2025-04-21,Qatar Airways,14h 55m,1 stop,"$1,155",N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$584,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$584,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$548,N/A
2025-04-14,2025-04-21,MEA,2h 20m,nonstop,$548,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$435,N/A
2025-04-14,2025-04-21,MEA,2h 20m,nonstop,$471,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$474,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$550,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$435,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$600,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$665,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$683,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$645,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$609,N/A
2025-04-14,2025-04-21,Qatar Airways,7h 05m,1 stop,$720,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$666,N/A
2025-04-14,2025-04-21,Qatar Airways,7h 05m,1 stop,$713,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$607,N/A
2025-04-14,2025-04-21,flydubai,8h 25m,1 stop,$435,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$661,N/A
2025-04-14,2025-04-21,Qatar Airways,6h 35m,1 stop,$710,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$471,N/A
2025-04-14,2025-04-21,Qatar Airways,8h 40m,1 stop,$683,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$720,N/A
2025-04-14,2025-04-21,Qatar Airways,6h 25m,1 stop,$666,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$665,N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$435,$590
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$471,$747
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$433,$747
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$435,N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,"$1,155",N/A
2025-04-14,2025-04-21,Qatar Airways,14h 55m,1 stop,"$1,155",N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$584,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$584,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$548,N/A
2025-04-14,2025-04-21,MEA,2h 20m,nonstop,$548,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$435,N/A
2025-04-14,2025-04-21,MEA,2h 20m,nonstop,$471,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$474,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$550,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$435,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$600,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$665,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$683,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$645,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$609,N/A
2025-04-14,2025-04-21,Qatar Airways,7h 05m,1 stop,$720,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$666,N/A
2025-04-14,2025-04-21,Qatar Airways,7h 05m,1 stop,$713,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$607,N/A
2025-04-14,2025-04-21,flydubai,8h 25m,1 stop,$435,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$661,N/A
2025-04-14,2025-04-21,Qatar Airways,6h 35m,1 stop,$710,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$471,N/A
2025-04-14,2025-04-21,Qatar Airways,8h 40m,1 stop,$683,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$720,N/A
2025-04-14,2025-04-21,Qatar Airways,6h 25m,1 stop,$666,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$665,N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$435,$590
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$471,$747
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$433,$747
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$435,$751
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,"$1,155",$747
2025-04-14,2025-04-21,Qatar Airways,14h 55m,1 stop,"$1,155",$1
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$584,$759
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$584,$686
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$548,N/A
2025-04-14,2025-04-21,MEA,2h 20m,nonstop,$548,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$435,N/A
2025-04-14,2025-04-21,MEA,2h 20m,nonstop,$471,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$474,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$550,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$435,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$600,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$665,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$683,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$645,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$609,N/A
2025-04-14,2025-04-21,Qatar Airways,7h 05m,1 stop,$720,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$666,N/A
2025-04-14,2025-04-21,Qatar Airways,7h 05m,1 stop,$713,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$607,N/A
2025-04-14,2025-04-21,flydubai,8h 25m,1 stop,$435,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$638,N/A
2025-04-14,2025-04-21,Qatar Airways,6h 35m,1 stop,$710,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$471,N/A
2025-04-14,2025-04-21,Qatar Airways,8h 40m,1 stop,$683,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$720,N/A
2025-04-14,2025-04-21,Qatar Airways,6h 25m,1 stop,$666,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$665,N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$666,N/A
2025-04-14,2025-04-21,Qatar Airways,7h 10m,1 stop,$720,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$720,N/A
2025-04-14,2025-04-21,"Egyptair, flyadeal",7h 10m,1 stop,$744,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$608,N/A
2025-04-14,2025-04-21,"MEA, SAUDIA",7h 00m,1 stop,$710,N/A
2025-04-14,2025-04-21,"Royal Jordanian, MEA",4h 50m,1 stop,$710,N/A
2025-04-14,2025-04-21,"MEA, Jazeera Airways",5h 35m,1 stop,$593,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$566,N/A
2025-04-14,2025-04-21,"MEA, flyadeal",7h 05m,1 stop,$683,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$683,N/A
2025-04-14,2025-04-21,"MEA, flynas",7h 30m,1 stop,$610,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$631,N/A
2025-04-14,2025-04-21,"Qatar Airways, SAUDIA",9h 00m,2 stops,$604,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$589,N/A
2025-04-14,2025-04-21,"MEA, flyadeal",7h 10m,1 stop,$713,N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$713,N/A
2025-04-14,2025-04-21,Egyptair,7h 00m,1 stop,$680,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$665,N/A
2025-04-14,2025-04-21,"Egyptair, Air Cairo",8h 45m,1 stop,$569,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$990,N/A
2025-04-14,2025-04-21,Qatar Airways,8h 35m,1 stop,$594,N/A
2025-04-14,2025-04-21,Qatar Airways,5h 20m,1 stop,$638,N/A
2025-04-14,2025-04-21,flydubai,6h 30m,1 stop,$533,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$603,N/A
2025-04-14,2025-04-21,"Egyptair, flyadeal",7h 10m,1 stop,$573,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$513,N/A
2025-04-14,2025-04-21,"MEA, flyadeal",7h 05m,1 stop,$547,N/A
2025-04-14,2025-04-21,MEA,2h 25m,nonstop,$484,N/A
2025-04-21,2025-04-28,Egyptair,5h 45m,1 stop,$391,$590
2025-04-21,2025-04-28,Egyptair,6h 50m,1 stop,$391,N/A
2025-04-21,2025-04-28,Egyptair,5h 45m,1 stop,$377,N/A
2025-04-21,2025-04-28,Egyptair,6h 50m,1 stop,$645,N/A
2025-04-21,2025-04-28,flydubai,12h 30m,1 stop,$645,N/A
2025-04-21,2025-04-28,flydubai,6h 30m,1 stop,$645,N/A
2025-04-21,2025-04-28,MEA,2h 25m,nonstop,$645,N/A
2025-04-21,2025-04-28,MEA,2h 20m,nonstop,$445,N/A
2025-04-21,2025-04-28,MEA,2h 25m,nonstop,$449,N/A
2025-04-21,2025-04-28,MEA,2h 20m,nonstop,$426,N/A
2025-04-21,2025-04-28,MEA,2h 25m,nonstop,$438,N/A
2025-04-21,2025-04-28,MEA,2h 20m,nonstop,$445,N/A
2025-04-21,2025-04-28,MEA,2h 25m,nonstop,$432,N/A
2025-04-21,2025-04-28,MEA,2h 20m,nonstop,$445,N/A
2025-04-21,2025-04-28,Qatar Airways,5h 20m,1 stop,$426,N/A
2025-04-21,2025-04-28,flydubai,6h 30m,1 stop,$488,N/A
2025-04-21,2025-04-28,Qatar Airways,5h 20m,1 stop,$559,N/A
2025-04-21,2025-04-28,Egyptair,5h 45m,1 stop,$391,$590
2025-04-21,2025-04-28,Egyptair,6h 50m,1 stop,$391,N/A
2025-04-21,2025-04-28,Egyptair,5h 45m,1 stop,$377,N/A
2025-04-21,2025-04-28,Egyptair,6h 50m,1 stop,$645,N/A
2025-04-21,2025-04-28,flydubai,12h 30m,1 stop,$645,N/A
2025-04-21,2025-04-28,flydubai,6h 30m,1 stop,$645,N/A
2025-04-21,2025-04-28,MEA,2h 25m,nonstop,$645,N/A
2025-04-21,2025-04-28,MEA,2h 20m,nonstop,$445,N/A
2025-04-21,2025-04-28,MEA,2h 25m,nonstop,$449,N/A
2025-04-21,2025-04-28,MEA,2h 20m,nonstop,$426,N/A
2025-04-21,2025-04-28,MEA,2h 25m,nonstop,$438,N/A
2025-04-21,2025-04-28,MEA,2h 20m,nonstop,$445,N/A
2025-04-21,2025-04-28,MEA,2h 25m,nonstop,$432,N/A
2025-04-21,2025-04-28,MEA,2h 20m,nonstop,$445,N/A
2025-04-21,2025-04-28,Qatar Airways,5h 20m,1 stop,$426,N/A
2025-04-21,2025-04-28,flydubai,6h 30m,1 stop,$488,N/A
2025-04-21,2025-04-28,Qatar Airways,5h 20m,1 stop,$559,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$645,$586
2025-04-28,2025-05-05,Egyptair,5h 45m,1 stop,$394,$586
2025-04-28,2025-05-05,Egyptair,7h 00m,1 stop,$645,$586
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$363,$586
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$645,N/A
2025-04-28,2025-05-05,flydubai,12h 30m,1 stop,$645,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$645,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$394,N/A
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$430,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$424,N/A
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$446,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$436,N/A
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$542,N/A
2025-04-28,2025-05-05,Egyptair,5h 45m,1 stop,$542,N/A
2025-04-28,2025-05-05,Egyptair,7h 00m,1 stop,$446,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$430,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$472,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$446,N/A
2025-04-28,2025-05-05,Royal Jordanian,6h 55m,1 stop,$731,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$537,N/A
2025-04-28,2025-05-05,Qatar Airways,6h 50m,1 stop,$754,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$601,N/A
2025-04-28,2025-05-05,Egyptair,7h 00m,1 stop,$601,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$555,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$542,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$549,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$555,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$542,N/A
2025-04-28,2025-05-05,Qatar Airways,7h 10m,1 stop,$549,N/A
2025-04-28,2025-05-05,Qatar Airways,7h 05m,1 stop,$645,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$790,N/A
2025-04-28,2025-05-05,Egyptair,5h 45m,1 stop,$790,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$580,N/A
2025-04-28,2025-05-05,Egyptair,5h 45m,1 stop,$394,$586
2025-04-28,2025-05-05,Egyptair,7h 00m,1 stop,$645,$586
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$363,$586
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$645,N/A
2025-04-28,2025-05-05,flydubai,12h 30m,1 stop,$645,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$645,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$394,N/A
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$430,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$424,N/A
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$446,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$436,N/A
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$542,N/A
2025-04-28,2025-05-05,Egyptair,5h 45m,1 stop,$542,N/A
2025-04-28,2025-05-05,Egyptair,7h 00m,1 stop,$446,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$430,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$472,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$446,N/A
2025-04-28,2025-05-05,Royal Jordanian,6h 55m,1 stop,$731,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$537,N/A
2025-04-28,2025-05-05,Qatar Airways,6h 50m,1 stop,$754,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$601,N/A
2025-04-28,2025-05-05,Egyptair,7h 00m,1 stop,$601,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$555,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$542,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$549,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$555,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$542,N/A
2025-04-28,2025-05-05,Qatar Airways,7h 10m,1 stop,$549,N/A
2025-04-28,2025-05-05,Qatar Airways,7h 05m,1 stop,$645,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$790,N/A
2025-04-28,2025-05-05,Egyptair,5h 45m,1 stop,$790,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$580,N/A
2025-04-28,2025-05-05,Egyptair,5h 45m,1 stop,$394,$662
2025-04-28,2025-05-05,Egyptair,7h 00m,1 stop,$645,$662
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$350,$662
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$645,$662
2025-04-28,2025-05-05,"flynas, Ajet",40h 35m,2 stops,$645,$586
2025-04-28,2025-05-05,Pegasus Airlines,27h 40m,2 stops,$645,$586
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$430,N/A
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$423,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$443,N/A
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$436,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$446,N/A
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$542,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$542,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$537,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$601,N/A
2025-04-28,2025-05-05,Royal Jordanian,6h 55m,1 stop,$537,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$485,N/A
2025-04-28,2025-05-05,Qatar Airways,6h 50m,1 stop,$555,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$555,N/A
2025-04-28,2025-05-05,Egyptair,7h 00m,1 stop,$549,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$549,N/A
2025-04-28,2025-05-05,Qatar Airways,7h 10m,1 stop,$555,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$555,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$509,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$601,N/A
2025-04-28,2025-05-05,flydubai,6h 30m,1 stop,$651,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$601,N/A
2025-04-28,2025-05-05,Royal Jordanian,6h 55m,1 stop,$555,N/A
2025-04-28,2025-05-05,Qatar Airways,5h 20m,1 stop,$555,N/A
2025-04-28,2025-05-05,MEA,2h 20m,nonstop,$628,N/A
2025-04-28,2025-05-05,MEA,2h 25m,nonstop,$731,N/A
2025-04-28,2025-05-05,Royal Jordanian,6h 55m,1 stop,$731,N/A
2025-05-05,2025-05-12,MEA,2h 25m,nonstop,$645,$570
2025-05-05,2025-05-12,MEA,2h 20m,nonstop,$363,$570
2025-05-05,2025-05-12,flydubai,20h 30m,1 stop,$645,$570
